customer_id,region,age_group,signup_date
C02143,Ontario,18-24,5/7/2024
C02144,BC,25-34,3/23/2024
C02145,Quebec,35-44,4/21/2025
C02146,Quebec,25-34,8/13/2024
C02147,Quebec,18-24,12/23/2024
C02148,Ontario,45-54,4/4/2024
C02149,Alberta,18-24,8/15/2023
C02150,Ontario,18-24,8/29/2024
C02151,BC,25-34,6/7/2024
C02152,Quebec,25-34,7/23/2024
C02153,BC,45-54,9/7/2024
C02154,Quebec,25-34,6/7/2024
C02155,Manitoba,35-44,5/3/2025
C02156,Alberta,25-34,8/6/2023
C02157,Ontario,18-24,5/8/2024
C02158,Quebec,35-44,5/26/2024
C02159,Ontario,35-44,2/13/2025
C02160,Quebec,35-44,3/8/2023
C02161,Alberta,25-34,8/31/2023
C02162,Ontario,55+,9/8/2024
C02163,Ontario,18-24,1/17/2025
C02164,BC,35-44,10/15/2023
C02165,Ontario,35-44,3/6/2024
C02166,BC,25-34,10/8/2024
C02167,Alberta,18-24,7/12/2024
C02168,Quebec,18-24,11/12/2024
C02169,Quebec,55+,7/8/2023
C02170,Manitoba,45-54,3/21/2023
C02171,Alberta,18-24,3/15/2024
C02172,Ontario,18-24,9/7/2023
C02173,Quebec,18-24,2/5/2023
C02174,Ontario,45-54,3/2/2024
C02175,Alberta,18-24,5/31/2023
C02176,Ontario,18-24,1/6/2024
C02177,Ontario,35-44,5/21/2023
C02178,Manitoba,45-54,2/14/2023
C02179,Quebec,35-44,12/12/2024
C02180,Ontario,25-34,3/9/2024
C02181,Quebec,45-54,9/3/2024
C02182,Ontario,25-34,8/2/2023
C02183,Alberta,35-44,2/19/2024
C02184,Ontario,25-34,2/26/2024
C02185,Ontario,35-44,4/21/2023
C02186,Quebec,25-34,1/7/2024
C02187,Quebec,25-34,12/18/2024
C02188,Quebec,35-44,2/19/2024
C02189,Quebec,45-54,4/1/2025
C02190,Quebec,45-54,7/20/2023
C02191,Quebec,25-34,6/3/2024
C02192,BC,45-54,9/25/2023
C02193,Quebec,25-34,2/1/2023
C02194,Quebec,25-34,4/26/2024
C02195,Ontario,35-44,2/14/2024
C02196,Ontario,25-34,6/12/2025
C02197,BC,25-34,1/31/2024
C02198,Manitoba,45-54,4/7/2023
C02199,Quebec,25-34,1/28/2024
C02200,Manitoba,18-24,9/7/2023
C02201,Ontario,55+,5/9/2023
C02202,Manitoba,18-24,5/23/2023
C02203,Alberta,25-34,4/26/2024
C02204,Ontario,45-54,3/13/2025
C02205,Ontario,45-54,4/1/2023
C02206,Manitoba,35-44,1/8/2023
C02207,Ontario,35-44,6/1/2024
C02208,Ontario,45-54,2/10/2024
C02209,Ontario,35-44,1/28/2025
C02210,Quebec,55+,5/25/2025
C02211,Ontario,25-34,9/19/2024
C02212,BC,25-34,2/28/2024
C02213,BC,18-24,11/17/2024
C02214,Quebec,25-34,3/18/2023
C02215,Alberta,45-54,4/22/2025
C02216,Alberta,18-24,9/1/2023
C02217,Quebec,35-44,7/18/2023
C02218,Ontario,18-24,5/26/2025
C02219,BC,25-34,1/18/2024
C02220,Ontario,25-34,1/4/2025
C02221,Ontario,55+,11/20/2023
C02222,Ontario,25-34,1/21/2025
C02223,Ontario,35-44,7/20/2024
C02224,Ontario,35-44,12/22/2023
C02225,Ontario,25-34,7/18/2023
C02226,Ontario,25-34,3/16/2025
C02227,Quebec,25-34,4/2/2025
C02228,Quebec,18-24,12/19/2023
C02229,BC,18-24,12/14/2023
C02230,BC,35-44,2/22/2025
C02231,Ontario,18-24,3/2/2025
C02232,Manitoba,25-34,7/14/2024
C02233,Quebec,18-24,3/11/2024
C02234,BC,18-24,3/3/2025
C02235,Ontario,18-24,12/12/2023
C02236,Ontario,45-54,10/5/2023
C02237,Quebec,25-34,4/27/2025
C02238,Quebec,25-34,7/30/2023
C02239,Quebec,18-24,3/27/2025
C02240,Ontario,35-44,4/1/2025
C02241,Quebec,18-24,7/22/2023
C02242,Alberta,18-24,3/5/2023
C02243,Ontario,55+,7/11/2024
C02244,Quebec,35-44,1/1/2023
C02245,Ontario,35-44,11/1/2024
C02246,BC,45-54,8/15/2023
C02247,BC,18-24,12/18/2024
C02248,Alberta,45-54,4/19/2023
C02249,Ontario,35-44,1/29/2025
C02250,Manitoba,25-34,4/27/2023
C02251,Alberta,18-24,1/16/2024
C02252,Ontario,35-44,6/29/2023
C02253,Quebec,25-34,8/8/2024
C02254,Alberta,18-24,1/22/2024
C02255,Quebec,55+,7/27/2024
C02256,Quebec,18-24,2/16/2025
C02257,Ontario,25-34,6/19/2023
C02258,Ontario,35-44,3/4/2025
C02259,BC,25-34,10/5/2023
C02260,BC,55+,1/31/2023
C02261,Quebec,35-44,11/2/2024
C02262,Quebec,35-44,6/13/2023
C02263,Ontario,35-44,7/18/2023
C02264,Ontario,55+,3/13/2023
C02265,Ontario,25-34,5/9/2024
C02266,BC,45-54,3/7/2025
C02267,Alberta,18-24,12/12/2024
C02268,Ontario,35-44,1/26/2025
C02269,Alberta,35-44,3/21/2024
C02270,BC,35-44,4/29/2023
C02271,Alberta,25-34,3/30/2023
C02272,Ontario,35-44,11/12/2024
C02273,Ontario,35-44,11/26/2024
C02274,Ontario,45-54,2/6/2023
C02275,Quebec,45-54,12/14/2023
C02276,BC,25-34,6/9/2023
C02277,Ontario,35-44,6/12/2023
C02278,Quebec,35-44,4/5/2024
C02279,Ontario,25-34,6/25/2025
C02280,BC,25-34,10/8/2024
C02281,Alberta,25-34,4/22/2023
C02282,Ontario,25-34,1/20/2025
C02283,Ontario,25-34,1/10/2024
C02284,Alberta,25-34,9/23/2024
C02285,Quebec,25-34,9/9/2023
C02286,Manitoba,45-54,1/29/2024
C02287,Quebec,25-34,5/8/2025
C02288,Ontario,18-24,3/11/2023
C02289,BC,35-44,10/8/2024
C02290,BC,25-34,10/27/2023
C02291,Ontario,25-34,8/11/2024
C02292,BC,55+,6/27/2025
C02293,Ontario,25-34,2/20/2025
C02294,Quebec,25-34,6/8/2025
C02295,Quebec,35-44,2/4/2024
C02296,BC,25-34,6/13/2024
C02297,Ontario,45-54,7/9/2023
C02298,Ontario,25-34,11/18/2024
C02299,Quebec,25-34,4/18/2023
C02300,Alberta,35-44,4/4/2023
C02301,Manitoba,45-54,6/8/2024
C02302,Ontario,35-44,7/3/2024
C02303,Quebec,25-34,3/27/2025
C02304,Alberta,25-34,5/31/2023
C02305,Quebec,25-34,1/27/2025
C02306,Manitoba,35-44,10/2/2023
C02307,Ontario,18-24,3/13/2023
C02308,Ontario,35-44,4/9/2024
C02309,Alberta,45-54,3/14/2025
C02310,Alberta,35-44,1/27/2024
C02311,Quebec,45-54,4/4/2025
C02312,Alberta,18-24,5/15/2025
C02313,Ontario,35-44,6/7/2023
C02314,Ontario,35-44,1/6/2023
C02315,Ontario,25-34,1/17/2024
C02316,Alberta,35-44,8/23/2023
C02317,BC,25-34,1/3/2023
C02318,Ontario,35-44,6/1/2023
C02319,Ontario,35-44,4/2/2023
C02320,BC,25-34,3/2/2025
C02321,Ontario,18-24,6/7/2024
C02322,Ontario,35-44,11/5/2024
C02323,Quebec,25-34,7/1/2024
C02324,Quebec,35-44,4/11/2024
C02325,BC,35-44,2/17/2023
C02326,Alberta,45-54,5/13/2024
C02327,Ontario,18-24,5/26/2024
C02328,Ontario,35-44,3/15/2025
C02329,Ontario,35-44,6/16/2023
C02330,Ontario,35-44,4/11/2025
C02331,Manitoba,35-44,12/4/2023
C02332,Ontario,18-24,1/22/2024
C02333,Ontario,25-34,11/25/2023
C02334,Quebec,35-44,8/26/2023
C02335,Quebec,25-34,2/26/2024
C02336,Manitoba,25-34,10/23/2024
C02337,Quebec,25-34,12/25/2024
C02338,Ontario,45-54,2/21/2025
C02339,Quebec,25-34,4/22/2023
C02340,BC,45-54,3/16/2023
C02341,Ontario,25-34,4/1/2023
C02342,Ontario,35-44,5/5/2023
C02343,Alberta,18-24,10/17/2023
C02344,Quebec,18-24,1/3/2025
C02345,Alberta,18-24,2/5/2023
C02346,Quebec,45-54,1/26/2025
C02347,BC,35-44,2/12/2025
C02348,Quebec,45-54,6/7/2024
C02349,Alberta,35-44,9/27/2023
C02350,Quebec,35-44,9/3/2024
C02351,Quebec,25-34,11/27/2024
C02352,Quebec,18-24,12/1/2023
C02353,BC,18-24,5/13/2025
C02354,Ontario,25-34,3/22/2024
C02355,Ontario,25-34,3/2/2024
C02356,Ontario,25-34,12/16/2023
C02357,Quebec,35-44,9/1/2023
C02358,BC,45-54,5/4/2025
C02359,BC,45-54,6/11/2024
C02360,BC,35-44,10/22/2023
C02361,Ontario,25-34,9/25/2023
C02362,Ontario,25-34,4/20/2023
C02363,Alberta,45-54,4/25/2024
C02364,BC,25-34,5/22/2023
C02365,Manitoba,35-44,8/11/2023
C02366,Quebec,45-54,2/25/2024
C02367,Alberta,25-34,6/27/2023
C02368,Alberta,35-44,12/16/2023
C02369,BC,45-54,1/26/2023
C02370,Alberta,18-24,3/15/2025
C02371,Quebec,18-24,2/6/2024
C02372,BC,45-54,8/28/2023
C02373,Quebec,45-54,6/24/2025
C02374,Manitoba,25-34,4/24/2023
C02375,Quebec,25-34,10/19/2024
C02376,Ontario,35-44,10/2/2024
C02377,Alberta,25-34,3/4/2024
C02378,Ontario,18-24,2/9/2025
C02379,Alberta,45-54,3/23/2025
C02380,Ontario,35-44,6/29/2024
C02381,Manitoba,35-44,1/15/2025
C02382,BC,35-44,8/4/2024
C02383,Alberta,35-44,4/18/2024
C02384,Alberta,55+,10/23/2024
C02385,Ontario,35-44,4/12/2024
C02386,Ontario,18-24,8/27/2024
C02387,Ontario,25-34,5/21/2025
C02388,BC,25-34,12/13/2023
C02389,Alberta,25-34,7/31/2024
C02390,BC,45-54,2/17/2025
C02391,Alberta,25-34,2/23/2025
C02392,Quebec,25-34,9/11/2024
C02393,BC,55+,2/6/2023
C02394,Alberta,18-24,5/15/2024
C02395,Ontario,25-34,1/11/2025
C02396,BC,25-34,2/7/2024
C02397,BC,25-34,4/10/2024
C02398,BC,18-24,4/28/2024
C02399,BC,18-24,6/25/2025
C02400,Quebec,25-34,12/10/2023
C02401,BC,18-24,11/30/2023
C02402,BC,55+,8/29/2023
C02403,BC,18-24,5/19/2023
C02404,Alberta,25-34,1/12/2025
C02405,Quebec,35-44,6/25/2024
C02406,Ontario,45-54,10/1/2024
C02407,BC,55+,6/16/2025
C02408,Ontario,35-44,6/30/2024
C02409,Ontario,25-34,2/17/2024
C02410,Alberta,35-44,4/10/2024
C02411,Ontario,35-44,1/8/2025
C02412,Alberta,35-44,5/8/2025
C02413,Manitoba,25-34,3/29/2025
C02414,Ontario,45-54,9/18/2023
C02415,Ontario,35-44,3/10/2023
C02416,Quebec,35-44,5/13/2024
C02417,Alberta,25-34,8/3/2023
C02418,Manitoba,25-34,10/5/2023
C02419,Quebec,25-34,10/11/2023
C02420,Ontario,35-44,1/23/2024
C02421,BC,18-24,7/11/2024
C02422,Alberta,55+,11/3/2024
C02423,Alberta,25-34,12/13/2023
C02424,BC,45-54,5/2/2023
C02425,Ontario,25-34,5/31/2023
C02426,Quebec,18-24,7/3/2024
C02427,BC,18-24,6/30/2023
C02428,Ontario,18-24,12/3/2024
C02429,Quebec,25-34,9/17/2023
C02430,Ontario,25-34,6/4/2025
C02431,Quebec,18-24,6/3/2025
C02432,Ontario,25-34,8/27/2024
C02433,Quebec,18-24,1/20/2024
C02434,Quebec,35-44,5/23/2025
C02435,Ontario,35-44,3/26/2024
C02436,Ontario,25-34,5/12/2023
C02437,Ontario,25-34,6/23/2023
C02438,Quebec,18-24,1/7/2023
C02439,Ontario,35-44,7/26/2024
C02440,Quebec,55+,2/7/2025
C02441,Quebec,55+,1/2/2025
C02442,Ontario,25-34,2/26/2023
C02443,BC,35-44,1/13/2023
C02444,Ontario,25-34,1/28/2025
C02445,BC,18-24,3/31/2023
C02446,Quebec,35-44,6/1/2023
C02447,Ontario,25-34,1/28/2023
C02448,BC,35-44,11/22/2024
C02449,Alberta,25-34,4/17/2025
C02450,Alberta,18-24,6/23/2025
C02451,Ontario,45-54,1/27/2023
C02452,Quebec,18-24,3/18/2024
C02453,Quebec,25-34,4/11/2023
C02454,Quebec,35-44,3/13/2024
C02455,Quebec,45-54,2/19/2024
C02456,BC,18-24,3/3/2024
C02457,Manitoba,18-24,5/18/2024
C02458,Quebec,25-34,1/25/2025
C02459,BC,25-34,5/1/2025
C02460,BC,35-44,8/19/2024
C02461,Quebec,25-34,8/27/2024
C02462,Alberta,35-44,3/2/2025
C02463,Ontario,35-44,8/20/2023
C02464,Alberta,45-54,11/20/2023
C02465,Ontario,35-44,6/27/2025
C02466,BC,45-54,6/13/2023
C02467,Alberta,35-44,10/28/2023
C02468,Alberta,25-34,1/29/2025
C02469,BC,55+,10/11/2024
C02470,Alberta,25-34,10/22/2024
C02471,Quebec,25-34,5/12/2024
C02472,BC,35-44,9/12/2024
C02473,BC,25-34,4/22/2023
C02474,BC,18-24,4/27/2025
C02475,Ontario,18-24,5/16/2024
C02476,Quebec,18-24,1/24/2025
C02477,BC,45-54,6/30/2023
C02478,Manitoba,35-44,1/20/2025
C02479,Ontario,35-44,1/4/2025
C02480,BC,18-24,11/26/2024
C02481,Quebec,25-34,6/9/2025
C02482,BC,35-44,3/19/2023
C02483,BC,25-34,2/3/2025
C02484,Quebec,25-34,12/3/2024
C02485,BC,18-24,10/1/2023
C02486,Quebec,35-44,1/16/2024
C02487,Quebec,35-44,12/19/2024
C02488,BC,25-34,7/12/2023
C02489,Ontario,45-54,2/21/2024
C02490,BC,35-44,5/11/2024
C02491,BC,25-34,10/15/2023
C02492,Alberta,18-24,12/15/2024
C02493,Quebec,45-54,6/9/2025
C02494,Quebec,25-34,4/12/2023
C02495,Quebec,25-34,12/20/2024
C02496,Ontario,35-44,6/5/2025
C02497,Quebec,35-44,4/28/2023
C02498,Ontario,35-44,1/23/2024
C02499,Ontario,25-34,11/20/2024
C02500,BC,18-24,1/11/2024
C02501,Ontario,18-24,2/2/2024
C02502,Quebec,18-24,8/21/2023
C02503,Quebec,45-54,10/18/2023
C02504,Alberta,55+,1/8/2024
C02505,Manitoba,25-34,11/16/2024
C02506,Quebec,25-34,2/14/2025
C02507,Quebec,25-34,4/20/2023
C02508,Ontario,18-24,5/29/2025
C02509,BC,35-44,3/17/2025
C02510,Quebec,25-34,10/31/2023
C02511,Ontario,25-34,5/15/2024
C02512,Quebec,45-54,8/14/2023
C02513,BC,35-44,1/27/2025
C02514,Quebec,18-24,3/18/2024
C02515,Quebec,18-24,5/28/2025
C02516,Ontario,35-44,9/14/2023
C02517,Manitoba,18-24,4/23/2025
C02518,Quebec,25-34,11/1/2024
C02519,Ontario,35-44,2/17/2023
C02520,Ontario,45-54,1/30/2023
C02521,Alberta,35-44,9/6/2024
C02522,Quebec,25-34,1/16/2023
C02523,Ontario,45-54,7/6/2024
C02524,Ontario,25-34,9/12/2023
C02525,Quebec,18-24,12/25/2024
C02526,BC,35-44,6/14/2025
C02527,Ontario,18-24,3/2/2025
C02528,Ontario,18-24,8/23/2023
C02529,Quebec,18-24,7/30/2024
C02530,Quebec,18-24,12/22/2023
C02531,Quebec,35-44,4/24/2023
C02532,Quebec,35-44,6/6/2024
C02533,BC,25-34,8/23/2024
C02534,Quebec,25-34,8/14/2024
C02535,Ontario,18-24,8/9/2023
C02536,Ontario,18-24,10/2/2023
C02537,Quebec,35-44,8/22/2023
C02538,BC,35-44,1/19/2023
C02539,Alberta,35-44,11/1/2024
C02540,Quebec,18-24,9/25/2023
C02541,Alberta,45-54,6/28/2024
C02542,Ontario,35-44,8/4/2024
C02543,Ontario,25-34,4/12/2023
C02544,BC,25-34,10/25/2023
C02545,Ontario,45-54,9/7/2023
C02546,Ontario,25-34,2/25/2023
C02547,Manitoba,35-44,3/31/2025
C02548,Alberta,25-34,7/27/2023
C02549,Alberta,35-44,3/20/2025
C02550,Quebec,45-54,11/27/2024
C02551,Ontario,25-34,3/14/2025
C02552,Alberta,35-44,2/5/2024
C02553,Quebec,25-34,5/26/2023
C02554,Ontario,25-34,1/4/2023
C02555,BC,55+,12/15/2023
C02556,Ontario,18-24,9/8/2023
C02557,Ontario,18-24,3/10/2024
C02558,Ontario,35-44,2/8/2024
C02559,Quebec,35-44,3/26/2024
C02560,Alberta,18-24,8/20/2023
C02561,Ontario,35-44,7/22/2024
C02562,Quebec,45-54,2/2/2024
C02563,Ontario,45-54,1/1/2025
C02564,Ontario,18-24,5/29/2025
C02565,BC,18-24,3/22/2025
C02566,Alberta,25-34,4/16/2023
C02567,Quebec,25-34,3/3/2025
C02568,Quebec,18-24,7/29/2024
C02569,Alberta,25-34,6/13/2025
C02570,Ontario,55+,1/21/2024
C02571,Ontario,25-34,4/25/2025
C02572,Quebec,25-34,1/6/2023
C02573,BC,18-24,3/26/2025
C02574,Quebec,35-44,8/22/2024
C02575,BC,25-34,1/9/2025
C02576,Ontario,25-34,3/22/2023
C02577,Ontario,25-34,1/28/2023
C02578,Alberta,25-34,5/27/2025
C02579,Ontario,35-44,6/11/2025
C02580,Ontario,35-44,5/16/2025
C02581,Ontario,18-24,3/25/2024
C02582,Quebec,25-34,9/12/2023
C02583,BC,18-24,12/25/2024
C02584,Ontario,18-24,11/11/2024
C02585,Ontario,55+,1/25/2025
C02586,Alberta,25-34,1/22/2024
C02587,Quebec,25-34,5/19/2024
C02588,BC,55+,8/5/2024
C02589,Quebec,25-34,2/7/2025
C02590,Ontario,35-44,8/26/2023
C02591,Ontario,55+,10/18/2023
C02592,Quebec,45-54,2/4/2023
C02593,Quebec,55+,7/9/2023
C02594,Quebec,45-54,2/4/2024
C02595,Quebec,35-44,7/12/2023
C02596,Alberta,25-34,1/21/2024
C02597,BC,25-34,2/8/2025
C02598,BC,25-34,11/11/2023
C02599,Quebec,45-54,2/11/2023
C02600,Quebec,25-34,1/8/2025
C02601,Manitoba,25-34,6/9/2023
C02602,BC,35-44,10/17/2024
C02603,Ontario,25-34,12/31/2023
C02604,Alberta,35-44,9/24/2024
C02605,Ontario,35-44,11/1/2023
C02606,Ontario,25-34,11/23/2024
C02607,BC,25-34,11/18/2023
C02608,Ontario,25-34,2/6/2023
C02609,Ontario,18-24,3/12/2024
C02610,Quebec,18-24,3/10/2024
C02611,Quebec,18-24,8/10/2024
C02612,Ontario,35-44,4/13/2025
C02613,BC,35-44,12/28/2024
C02614,Ontario,25-34,5/10/2023
C02615,Alberta,18-24,5/10/2023
C02616,Quebec,18-24,2/17/2024
C02617,Ontario,55+,11/18/2023
C02618,Ontario,25-34,9/28/2023
C02619,Ontario,18-24,8/22/2023
C02620,Quebec,18-24,4/30/2024
C02621,Ontario,35-44,4/25/2023
C02622,BC,35-44,11/15/2024
C02623,Ontario,55+,5/2/2025
C02624,Quebec,45-54,12/2/2023
C02625,Ontario,18-24,3/30/2024
C02626,Quebec,45-54,9/9/2023
C02627,Alberta,55+,10/30/2024
C02628,Ontario,25-34,11/3/2024
C02629,BC,18-24,8/22/2024
C02630,Ontario,25-34,3/10/2024
C02631,Ontario,45-54,1/4/2024
C02632,Ontario,55+,2/2/2025
C02633,BC,55+,4/30/2025
C02634,Ontario,25-34,9/18/2023
C02635,Ontario,35-44,9/16/2023
C02636,Alberta,35-44,12/14/2023
C02637,Ontario,25-34,8/24/2024
C02638,Quebec,55+,5/19/2023
C02639,Manitoba,45-54,2/17/2025
C02640,Quebec,18-24,6/2/2024
C02641,Quebec,18-24,12/12/2023
C02642,BC,35-44,5/28/2025
C02643,Ontario,35-44,11/20/2023
C02644,Quebec,18-24,10/2/2023
C02645,Alberta,25-34,3/12/2025
C02646,BC,55+,10/11/2024
C02647,Alberta,25-34,5/10/2023
C02648,Quebec,35-44,3/30/2024
C02649,Quebec,35-44,4/18/2023
C02650,Quebec,18-24,11/5/2024
C02651,Quebec,25-34,10/15/2023
C02652,BC,55+,2/4/2025
C02653,BC,25-34,9/28/2023
C02654,Ontario,55+,6/7/2024
C02655,Ontario,45-54,7/10/2023
C02656,Alberta,25-34,9/14/2024
C02657,Alberta,25-34,4/24/2025
C02658,BC,25-34,10/26/2023
C02659,Ontario,25-34,12/12/2024
C02660,Alberta,45-54,1/12/2025
C02661,Alberta,25-34,5/2/2025
C02662,Ontario,45-54,6/22/2024
C02663,BC,35-44,7/2/2023
C02664,Quebec,25-34,7/28/2023
C02665,Quebec,25-34,12/15/2024
C02666,Ontario,25-34,7/19/2023
C02667,Quebec,55+,5/3/2023
C02668,BC,35-44,10/15/2023
C02669,Quebec,18-24,2/16/2025
C02670,Manitoba,35-44,1/10/2024
C02671,BC,35-44,4/2/2023
C02672,BC,25-34,10/5/2024
C02673,Quebec,25-34,5/24/2024
C02674,Ontario,25-34,1/23/2025
C02675,Quebec,25-34,9/25/2024
C02676,Alberta,18-24,4/19/2024
C02677,BC,25-34,5/14/2024
C02678,Alberta,35-44,3/17/2025
C02679,Quebec,35-44,6/20/2023
C02680,Ontario,18-24,1/18/2023
C02681,Alberta,45-54,2/1/2023
C02682,Ontario,25-34,12/9/2024
C02683,Quebec,35-44,4/29/2024
C02684,Ontario,35-44,10/29/2024
C02685,BC,25-34,10/22/2023
C02686,Alberta,45-54,4/24/2025
C02687,Ontario,35-44,12/26/2024
C02688,Quebec,45-54,6/4/2023
C02689,BC,35-44,2/22/2023
C02690,Ontario,18-24,9/22/2023
C02691,Quebec,25-34,4/19/2024
C02692,BC,25-34,3/29/2025
C02693,Ontario,25-34,10/13/2024
C02694,BC,25-34,2/18/2025
C02695,Quebec,25-34,9/2/2024
C02696,Alberta,25-34,9/23/2024
C02697,Quebec,45-54,4/20/2024
C02698,BC,25-34,10/13/2023
C02699,Quebec,18-24,10/28/2024
C02700,BC,25-34,3/21/2025
C02701,Quebec,35-44,12/18/2023
C02702,Alberta,25-34,11/10/2023
C02703,Quebec,25-34,8/18/2023
C02704,Quebec,25-34,8/20/2023
C02705,Alberta,35-44,6/1/2024
C02706,Ontario,18-24,1/26/2025
C02707,Alberta,35-44,5/9/2023
C02708,Quebec,18-24,10/26/2023
C02709,Quebec,55+,1/21/2023
C02710,Quebec,25-34,12/16/2024
C02711,Ontario,25-34,6/7/2024
C02712,Ontario,35-44,1/11/2024
C02713,Ontario,18-24,8/17/2023
C02714,Quebec,25-34,6/23/2023
C02715,Quebec,35-44,6/28/2023
C02716,Ontario,18-24,4/27/2025
C02717,Alberta,25-34,4/4/2024
C02718,Alberta,25-34,5/1/2024
C02719,BC,35-44,6/28/2025
C02720,BC,25-34,5/17/2023
C02721,BC,35-44,9/15/2023
C02722,BC,25-34,6/6/2023
C02723,BC,25-34,4/8/2025
C02724,Quebec,25-34,6/30/2024
C02725,Ontario,18-24,3/27/2023
C02726,Quebec,55+,10/6/2024
C02727,BC,35-44,7/15/2024
C02728,Ontario,35-44,11/7/2023
C02729,BC,25-34,4/12/2024
C02730,Ontario,45-54,6/7/2025
C02731,Ontario,35-44,4/25/2024
C02732,Alberta,18-24,3/22/2025
C02733,Alberta,35-44,8/3/2024
C02734,BC,25-34,2/13/2025
C02735,Alberta,35-44,12/9/2024
C02736,Ontario,25-34,10/2/2024
C02737,BC,25-34,7/30/2023
C02738,BC,45-54,12/13/2024
C02739,BC,45-54,11/9/2024
C02740,Alberta,45-54,1/28/2024
C02741,BC,18-24,11/4/2023
C02742,Ontario,35-44,4/8/2024
C02743,Quebec,18-24,4/30/2025
C02744,Ontario,18-24,9/14/2024
C02745,Ontario,18-24,12/18/2024
C02746,BC,35-44,4/28/2024
C02747,Alberta,25-34,3/14/2025
C02748,BC,45-54,6/7/2025
C02749,BC,35-44,6/3/2023
C02750,Ontario,35-44,4/21/2023
C02751,BC,55+,2/17/2025
C02752,Ontario,35-44,11/13/2024
C02753,Ontario,45-54,3/6/2025
C02754,Ontario,25-34,7/5/2024
C02755,BC,45-54,1/16/2025
C02756,BC,55+,1/10/2024
C02757,Alberta,25-34,1/11/2023
C02758,BC,25-34,2/18/2025
C02759,Alberta,25-34,3/1/2024
C02760,BC,25-34,12/13/2023
C02761,Quebec,35-44,11/28/2023
C02762,Manitoba,25-34,2/2/2023
C02763,Ontario,25-34,1/5/2023
C02764,Ontario,18-24,10/4/2023
C02765,Ontario,45-54,1/30/2023
C02766,Ontario,18-24,2/21/2024
C02767,Quebec,35-44,8/8/2024
C02768,Quebec,25-34,5/27/2024
C02769,BC,25-34,6/24/2024
C02770,Ontario,18-24,11/23/2023
C02771,BC,45-54,7/16/2024
C02772,BC,55+,12/19/2023
C02773,Alberta,18-24,7/12/2023
C02774,Manitoba,25-34,1/4/2025
C02775,Ontario,18-24,2/17/2023
C02776,Manitoba,18-24,2/21/2024
C02777,Ontario,35-44,2/9/2025
C02778,Ontario,18-24,8/11/2023
C02779,Quebec,25-34,12/6/2024
C02780,Alberta,25-34,4/14/2023
C02781,Ontario,25-34,2/24/2025
C02782,Quebec,25-34,12/28/2024
C02783,Ontario,55+,1/5/2025
C02784,Ontario,18-24,5/5/2025
C02785,BC,25-34,12/13/2024
C02786,Quebec,25-34,10/13/2024
C02787,Ontario,25-34,10/10/2023
C02788,Quebec,45-54,7/6/2023
C02789,Ontario,18-24,5/1/2024
C02790,Ontario,35-44,4/16/2025
C02791,Quebec,18-24,11/5/2024
C02792,Ontario,25-34,10/27/2024
C02793,Alberta,35-44,6/5/2024
C02794,Quebec,18-24,4/2/2024
C02795,Ontario,45-54,2/2/2025
C02796,Quebec,25-34,3/30/2025
C02797,Alberta,25-34,1/3/2023
C02798,Quebec,25-34,4/5/2024
C02799,Ontario,45-54,10/22/2024
C02800,Ontario,35-44,11/4/2024
C02801,Quebec,18-24,2/23/2023
C02802,Alberta,45-54,1/8/2024
C02803,Ontario,55+,3/4/2025
C02804,BC,35-44,6/5/2024
C02805,Ontario,25-34,12/30/2023
C02806,Ontario,18-24,5/28/2023
C02807,Ontario,25-34,11/25/2024
C02808,BC,45-54,5/5/2025
C02809,BC,25-34,12/29/2023
C02810,BC,18-24,12/2/2023
C02811,BC,25-34,2/16/2023
C02812,Ontario,25-34,8/17/2023
C02813,Alberta,35-44,11/19/2024
C02814,Ontario,25-34,5/15/2025
C02815,Quebec,25-34,9/10/2024
C02816,Ontario,18-24,7/27/2024
C02817,Quebec,25-34,5/16/2023
C02818,BC,55+,6/29/2025
C02819,Alberta,25-34,5/21/2023
C02820,Quebec,18-24,10/8/2023
C02821,Alberta,25-34,2/14/2023
C02822,Alberta,25-34,7/14/2024
C02823,Quebec,35-44,10/25/2023
C02824,Ontario,45-54,10/11/2023
C02825,Ontario,55+,4/8/2025
C02826,Ontario,25-34,6/16/2023
C02827,Manitoba,45-54,5/14/2024
C02828,BC,18-24,1/9/2025
C02829,Ontario,35-44,6/15/2023
C02830,Ontario,25-34,1/10/2023
C02831,Ontario,18-24,8/14/2024
C02832,Quebec,25-34,11/4/2023
C02833,Ontario,25-34,7/24/2023
C02834,BC,35-44,4/22/2024
C02835,BC,55+,3/18/2024
C02836,Quebec,18-24,1/13/2023
C02837,BC,45-54,10/26/2024
C02838,Quebec,25-34,9/8/2024
C02839,Ontario,18-24,2/23/2025
C02840,Quebec,25-34,9/19/2023
C02841,Quebec,25-34,10/22/2024
C02842,Alberta,35-44,9/13/2023
C02843,Ontario,25-34,10/4/2023
C02844,Quebec,35-44,2/16/2024
C02845,BC,25-34,4/23/2025
C02846,BC,45-54,11/24/2023
C02847,BC,25-34,5/18/2025
C02848,Quebec,45-54,7/30/2023
C02849,Alberta,25-34,5/9/2024
C02850,BC,35-44,3/22/2024
C02851,Manitoba,45-54,3/23/2023
C02852,Ontario,18-24,1/20/2023
C02853,Ontario,18-24,7/23/2023
C02854,Quebec,55+,10/6/2024
C02855,BC,25-34,10/24/2024
C02856,Quebec,45-54,9/10/2024
